Time	Sin	Left_Hand_X	Right_Hand_X	Left_Hand_Y	Right_Hand_Y	Left_Grip	Right_Grip
1.212	0.954864545	13.6	10.4	24.77432272	19.5	0	300
1.216	0.956100409	13.61142857	10.4	24.78050204	19.5	0	300
1.22	0.957319498	13.62285714	10.4	24.78659749	19.5	0	300
1.224	0.958521789	13.63428571	10.4	24.79260895	19.5	0	300
1.228	0.959707262	13.64571429	10.4	24.79853631	19.5	0	300
1.232	0.960875897	13.65714286	10.4	24.80437948	19.5	0	300
1.236	0.962027672	13.66857143	10.4	24.81013836	19.5	0	300
1.24	0.963162567	13.68	10.4	24.81581283	19.5	0	300
1.244	0.964280562	13.69142857	10.4	24.82140281	19.5	0	300
1.248	0.965381639	13.70285714	10.4	24.82690819	19.5	0	300
1.252	0.966465777	13.71428571	10.4	24.83232888	19.5	0	300
1.256	0.967532957	13.72571429	10.4	24.83766479	19.5	0	300
1.26	0.968583161	13.73714286	10.4	24.84291581	19.5	0	300
1.264	0.96961637	13.74857143	10.4	24.84808185	19.5	0	300
1.268	0.970632567	13.76	10.4	24.85316284	19.5	0	300
1.272	0.971631733	13.77142857	10.4	24.85815866	19.5	0	300
1.276	0.972613851	13.78285714	10.4	24.86306925	19.5	0	300
1.28	0.973578903	13.79428571	10.4	24.86789451	19.5	0	300
1.284	0.974526873	13.80571429	10.4	24.87263436	19.5	0	300
1.288	0.975457744	13.81714286	10.4	24.87728872	19.5	0	300
1.292	0.976371499	13.82857143	10.4	24.8818575	19.5	0	300
1.296	0.977268124	13.84	10.4	24.88634062	19.5	0	300
1.3	0.978147601	13.85142857	10.4	24.890738	19.5	0	300
1.304	0.979009915	13.86285714	10.4	24.89504958	19.5	0	300
1.308	0.979855052	13.87428571	10.4	24.89927526	19.5	0	300
1.312	0.980682997	13.88571429	10.4	24.90341498	19.5	0	300
1.316	0.981493734	13.89714286	10.4	24.90746867	19.5	0	300
1.32	0.982287251	13.90857143	10.4	24.91143625	19.5	0	300
1.324	0.983063532	13.92	10.4	24.91531766	19.5	0	300
1.328	0.983822564	13.93142857	10.4	24.91911282	19.5	0	300
1.332	0.984564335	13.94285714	10.4	24.92282167	19.5	0	300
1.336	0.98528883	13.95428571	10.4	24.92644415	19.5	0	300
1.34	0.985996037	13.96571429	10.4	24.92998019	19.5	0	300
1.344	0.986685944	13.97714286	10.4	24.93342972	19.5	0	300
1.348	0.987358539	13.98857143	10.4	24.9367927	19.5	0	300
1.352	0.98801381	14	10.4	24.94006905	19.5	0	300
1.356	0.988651745	14.01142857	10.4	24.94325872	19.5	0	300
1.36	0.989272333	14.02285714	10.4	24.94636166	19.5	0	300
1.364	0.989875563	14.03428571	10.4	24.94937782	19.5	0	300
1.368	0.990461426	14.04571429	10.4	24.95230713	19.5	0	300
1.372	0.991029909	14.05714286	10.4	24.95514955	19.5	0	300
1.376	0.991581004	14.06857143	10.4	24.95790502	19.5	0	300
1.38	0.992114701	14.08	10.4	24.96057351	19.5	0	300
1.384	0.992630991	14.09142857	10.4	24.96315495	19.5	0	300
1.388	0.993129863	14.10285714	10.4	24.96564932	19.5	0	300
1.392	0.993611311	14.11428571	10.4	24.96805655	19.5	0	300
1.396	0.994075324	14.12571429	10.4	24.97037662	19.5	0	300
1.4	0.994521895	14.13714286	10.4	24.97260948	19.5	0	300
1.404	0.994951017	14.14857143	10.4	24.97475508	19.5	0	300
1.408	0.995362681	14.16	10.4	24.97681341	19.5	0	300
1.412	0.995756881	14.17142857	10.4	24.9787844	19.5	0	300
1.416	0.996133609	14.18285714	10.4	24.98066805	19.5	0	300
1.42	0.996492859	14.19428571	10.4	24.9824643	19.5	0	300
1.424	0.996834625	14.20571429	10.4	24.98417312	19.5	0	300
1.428	0.9971589	14.21714286	10.4	24.9857945	19.5	0	300
1.432	0.997465679	14.22857143	10.4	24.9873284	19.5	0	300
1.436	0.997754957	14.24	10.4	24.98877479	19.5	0	300
1.44	0.998026728	14.25142857	10.4	24.99013364	19.5	0	300
1.444	0.998280988	14.26285714	10.4	24.99140494	19.5	0	300
1.448	0.998517732	14.27428571	10.4	24.99258866	19.5	0	300
1.452	0.998736957	14.28571429	10.4	24.99368478	19.5	0	300
1.456	0.998938657	14.29714286	10.4	24.99469329	19.5	0	300
1.46	0.99912283	14.30857143	10.4	24.99561415	19.5	0	300
